route,from_a,to_b,change,totaltime,route_min,full_route,stop1,stop2,stop3,stop4,stop5,count,geom,interval_t
Obisovce - Rakamaz,Obisovce,Rakamaz,2,02:55:00,175,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Ruskov - Rakamaz,Ruskov,Rakamaz,2,02:50:00,170,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Slanec - Rakamaz,Slanec,Rakamaz,2,02:57:00,177,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Bohdanovce - Rakamaz,Bohdanovce,Rakamaz,2,02:47:00,167,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Trebejov - Rakamaz,Trebejov,Rakamaz,3,02:42:00,162,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kysak,Kosice,Miskolc-Tiszai,NULL,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Rakamaz,Vysna Mysla,Rakamaz,2,02:43:00,163,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Rakamaz}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Rátka,Kosice,Rátka,2,02:31:00,151,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Rátka}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Rátka,Kostolany Nad Hornadom,Rátka,3,02:57:00,177,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Rátka}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,2,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Rátka,Kysak,Rátka,3,02:53:00,173,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Rátka}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Rátka,Nizna Mysla,Rátka,3,02:58:00,178,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Rátka}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Sárospatak,Kosice,Sárospatak,1,02:25:00,145,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Sárospatak,Kostolany Nad Hornadom,Sárospatak,2,02:51:00,171,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Sárospatak,Kysak,Sárospatak,1,02:49:00,169,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Sárospatak,Nizna Mysla,Sárospatak,2,02:52:00,172,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Bohdanovce - Sárospatak,Bohdanovce,Sárospatak,2,02:58:00,178,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Trebejov - Sárospatak,Trebejov,Sárospatak,2,02:56:00,176,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Sárospatak,Vysna Mysla,Sárospatak,2,02:55:00,175,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sárospatak}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Sátoraljaújhely,Kysak,Sátoraljaújhely,1,02:59:00,179,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Sátoraljaújhely}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Szegi,Kosice,Szegi,2,02:17:00,137,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Szegi,Kostolany Nad Hornadom,Szegi,3,02:43:00,163,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Szegi,Kysak,Szegi,3,02:39:00,159,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Szegi,Nizna Mysla,Szegi,3,02:45:00,165,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Ruskov - Szegi,Ruskov,Szegi,3,02:55:00,175,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Bohdanovce - Szegi,Bohdanovce,Szegi,3,02:52:00,172,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Trebejov - Szegi,Trebejov,Szegi,4,02:47:00,167,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kysak,Kosice,Miskolc-Tiszai,Szerencs,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Szegi,Vysna Mysla,Szegi,3,02:48:00,168,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Szegi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Celovce (Cselej) - Szerencs,Celovce,Szerencs,2,02:49:00,169,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kalsa - Szerencs,Kalsa,Szerencs,2,02:41:00,161,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Szerencs,Kostolany Nad Hornadom,Szerencs,2,02:19:00,139,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Kuzmice - Szerencs,Kuzmice,Szerencs,2,02:47:00,167,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Szerencs,Kysak,Szerencs,2,02:15:00,135,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Mala Lodina - Szerencs,Mala Lodina,Szerencs,2,02:36:00,156,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Michalany (Alsómihályi) - Szerencs,Michalany,Szerencs,2,02:56:00,176,"{Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Szerencs,Nizna Mysla,Szerencs,2,02:20:00,140,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Obisovce - Szerencs,Obisovce,Szerencs,2,02:36:00,156,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Ruskov - Szerencs,Ruskov,Szerencs,2,02:30:00,150,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Slanec - Szerencs,Slanec,Szerencs,2,02:36:00,156,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Bohdanovce - Szerencs,Bohdanovce,Szerencs,2,02:26:00,146,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Trebejov - Szerencs,Trebejov,Szerencs,3,02:23:00,143,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kysak,Kosice,Miskolc-Tiszai,NULL,NULL,1,NULL,from 120 to 180 min
Trebisov - Szerencs,Trebisov,Szerencs,2,02:58:00,178,"{Trebisov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Velka Lodina - Szerencs,Velka Lodina,Szerencs,2,02:33:00,153,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Szerencs,Vysna Mysla,Szerencs,2,02:23:00,143,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Tállya,Kosice,Tállya,2,02:35:00,155,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Tállya}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Tállya,Kysak,Tállya,3,02:57:00,177,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Tállya}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Kosice (Kassa) - Tarcal,Kosice,Tarcal,1,02:26:00,146,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Tarcal,Kostolany Nad Hornadom,Tarcal,2,02:52:00,172,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,2,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Tarcal,Kysak,Tarcal,2,02:48:00,168,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Tarcal,Nizna Mysla,Tarcal,2,02:53:00,173,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Bohdanovce - Tarcal,Bohdanovce,Tarcal,2,02:59:00,179,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Trebejov - Tarcal,Trebejov,Tarcal,3,02:56:00,176,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kysak,Kosice,Miskolc-Tiszai,NULL,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Tarcal,Vysna Mysla,Tarcal,2,02:56:00,176,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tarcal}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kalsa - Tokaj,Kalsa,Tokaj,2,02:57:00,177,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Kosice (Kassa) - Tokaj,Kosice,Tokaj,1,02:06:00,126,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Miskolc-Tiszai,NULL,NULL,NULL,NULL,6,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Tokaj,Kostolany Nad Hornadom,Tokaj,2,02:32:00,152,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Kysak (Sároskõszeg) - Tokaj,Kysak,Tokaj,2,02:28:00,148,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Mala Lodina - Tokaj,Mala Lodina,Tokaj,2,02:52:00,172,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Tokaj,Nizna Mysla,Tokaj,2,02:34:00,154,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Obisovce - Tokaj,Obisovce,Tokaj,2,02:49:00,169,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Ruskov - Tokaj,Ruskov,Tokaj,2,02:44:00,164,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Slanec - Tokaj,Slanec,Tokaj,2,02:51:00,171,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Bohdanovce - Tokaj,Bohdanovce,Tokaj,2,02:41:00,161,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Trebejov - Tokaj,Trebejov,Tokaj,3,02:36:00,156,"{Trebejov,Kysak,Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kysak,Kosice,Miskolc-Tiszai,NULL,NULL,1,NULL,from 120 to 180 min
Velka Lodina - Tokaj,Velka Lodina,Tokaj,2,02:49:00,169,"{""Velka Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,1,NULL,from 120 to 180 min
Vysna Mysla - Tokaj,Vysna Mysla,Tokaj,2,02:37:00,157,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Tokaj}",Kosice,Miskolc-Tiszai,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Kosice (Kassa) - Abaújszántó,Kosice,Abaújszántó,2,02:49:00,169,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,7,NULL,from 120 to 180 min
Bohdanovce - Bodrogkeresztúr,Bohdanovce,Bodrogkeresztúr,3,02:48:00,168,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Kosice (Kassa) - Bodrogkeresztúr,Kosice,Bodrogkeresztúr,2,02:13:00,133,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Miskolc-Tiszai,Szerencs,NULL,NULL,NULL,5,NULL,from 120 to 180 min
Kostolany Nad Hornadom - Bodrogkeresztúr,Kostolany Nad Hornadom,Bodrogkeresztúr,3,02:39:00,159,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogkeresztúr}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,from 120 to 180 min
Nizna Mysla - Bodrogolaszi,Nizna Mysla,Bodrogolaszi,3,03:00:00,180,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Bodrogolaszi}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,from 120 to 180 min
Bohdanovce - Abaújkér,Bohdanovce,Abaújkér,4,11:38:00,698,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Celovce (Cselej) - Abaújkér,Celovce,Abaújkér,4,12:46:00,766,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Cerhov - Abaújkér,Cerhov,Abaújkér,4,12:15:00,735,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kalsa - Abaújkér,Kalsa,Abaújkér,4,11:53:00,713,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kuzmice - Abaújkér,Kuzmice,Abaújkér,4,11:59:00,719,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Kysak (Sároskõszeg) - Abaújkér,Kysak,Abaújkér,3,11:29:00,689,"{Kysak,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Lastovce - Abaújkér,Lastovce,Abaújkér,5,12:17:00,737,"{Lastovce,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Mala Lodina - Abaújkér,Mala Lodina,Abaújkér,4,11:48:00,708,"{""Mala Lodina"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Nizna Mysla - Abaújkér,Nizna Mysla,Abaújkér,4,11:32:00,692,"{""Nizna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Obisovce - Abaújkér,Obisovce,Abaújkér,4,12:03:00,723,"{Obisovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Ruskov - Abaújkér,Ruskov,Abaújkér,4,11:42:00,702,"{Ruskov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slanec - Abaújkér,Slanec,Abaújkér,4,11:48:00,708,"{Slanec,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Slovenske Nove Mesto (Kisújhely) - Abaújkér,Slovenske Nove Mesto,Abaújkér,4,12:20:00,740,"{""Slovenske Nove Mesto"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Stanca - Abaújkér,Stanca,Abaújkér,5,12:30:00,750,"{Stanca,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Kosice (Kassa) - Abaújkér,Kosice,Abaújkér,3,11:05:00,665,"{Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Abaújkér,Kostolany Nad Hornadom,Abaújkér,4,11:31:00,691,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Streda Nad Bodrogom (Bodrogszerdahely) - Abaújkér,Streda Nad Bodrogom,Abaújkér,4,12:29:00,749,"{""Streda Nad Bodrogom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebejov - Abaújkér,Trebejov,Abaújkér,4,11:36:00,696,"{Trebejov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Trebisov - Abaújkér,Trebisov,Abaújkér,5,12:47:00,767,"{Trebisov,Michalany,Michalany,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Michalany,Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,1,NULL,over 180 min
Vysna Mysla - Abaújkér,Vysna Mysla,Abaújkér,4,11:35:00,695,"{""Vysna Mysla"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó,Abaújszántó,Abaújkér}",Kosice,Miskolc-Tiszai,Szerencs,Abaújszántó,NULL,1,NULL,over 180 min
Bohdanovce - Abaújszántó,Bohdanovce,Abaújszántó,3,03:22:00,202,"{Bohdanovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Celovce (Cselej) - Abaújszántó,Celovce,Abaújszántó,3,03:45:00,225,"{Celovce,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Cerhov - Abaújszántó,Cerhov,Abaújszántó,3,03:59:00,239,"{Cerhov,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,5,NULL,over 180 min
Kalsa - Abaújszántó,Kalsa,Abaújszántó,3,03:37:00,217,"{Kalsa,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
Kostolany Nad Hornadom - Abaújszántó,Kostolany Nad Hornadom,Abaújszántó,3,03:15:00,195,"{""Kostolany Nad Hornadom"",Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,2,NULL,over 180 min
Kuzmice - Abaújszántó,Kuzmice,Abaújszántó,3,03:43:00,223,"{Kuzmice,Kosice,Kosice,Miskolc-Tiszai,Miskolc-Tiszai,Szerencs,Szerencs,Abaújszántó}",Kosice,Miskolc-Tiszai,Szerencs,NULL,NULL,1,NULL,over 180 min
